name,message,love_count,wow_count,haha_count,sad_count,angry_count
Zika is an STD. Why aren't we calling it one?,The Zika virus is detectable in semen for up to six months after infection. (via CNN Opinion),17,589,20,78,22
Fire burns mosque where Pulse nightclub shooter had worshiped,"Authorities said it's too early to tell what caused the fire, and 'wouldn't want to speculate' on whether it may have been related to the anniversary of the September 11 attacks.",41,95,186,369,148
Jill Stein: I would not have assassinated Osama bin Laden,"'I think assassinations ... they're against international law,' Green Party presidential candidate Jill Stein said in an interview",44,103,418,13,503
Hillary Clinton stumbles -- will her campaign follow?,"'I hope she gets well soon. Something is going on but I just hope she gets well... and we'll be seeing her at the debate,' Donald J. Trump said in his first comments since the incident",98,68,244,35,56
"Donald Trump says he took physical last week, will release 'when the numbers come in'","'This last week, I took a physical, and I'll be releasing, when the numbers come in,' said Donald J. Trump",111,14,596,7,47
"Pair in Ohio heroin-overdose photo 'almost definitely' would have died, authorities say","The unconscious pair 'almost definitely' would have died had police not intervened, authorities say.",36,99,19,385,472
Teen accused of being a fake doctor arrested again,"This time, he's accused of fraud for trying to buy a Jaguar with the help of an elderly co-signer -- without the woman's knowledge.",16,211,590,26,125
Judge to alleged rape victim: 'Why couldn't you just keep your knees together?',The judge also asked her why she didn't 'skew her pelvis' or push her bottom into the sink to avoid penetration,62,4699,235,542,28758
Obama to veto 9/11 victims bill,The bill would have allowed victims of the September 11 attacks to sue Saudi Arabia.,329,120,65,59,1003
Congresswoman calls for federal investigation into Chipotle wage theft,"Nearly 10,000 current and former employees are suing the company for making them work 'off the clock' without getting paid.",11,144,31,9,96
Pence declines to call Trump supporter David Duke 'deplorable',"In an interview with Wolf Blitzer, Republican VP nominee Mike Pence declined to categorize Trump backer -- and white nationalist -- David Duke as 'deplorable.'",37,132,293,41,731
Trump hasn't donated to his own charity since 2008,"'It's uncommon for a private foundation with somebody's name on it to not be receiving contributions from that individual,' one expert says.",36,247,1099,25,478
'Merica and YOLO added to Oxford English Dictionary,"Oompa Loompa, 'Merica and YOLO are among the words joining the Oxford English Dictionary.",26,73,235,197,53
Audience members crash Ryan Lochte's debut on 'Dancing with the Stars',"Protesters rushed the stage after Ryan Lochte's first performance on 'Dancing with the Stars,' interrupting the live show Monday evening.",41,135,471,34,50
Clinton didn't think illness was 'going to be that big a deal',Hillary Clinton says she's 'met a high standard of transparency' about her health and didn't think the pneumonia was going to be an issue.,155,34,321,26,41
What is pneumonia?,Pneumonia has been in the news since Hillary Clinton's recently announced diagnosis. Here's a look at the symptoms and how it is contracted.,35,15,92,6,8
How the sugar industry sweetened research in its favor,A new historical analysis says the sugar industry sponsored research that cast doubt about sugar's health risks and promoted fat 'as the dietary culprit' in heart disease.,8,47,9,10,129
Top Democrats step in as Clinton recovers,"With Hillary Clinton still recovering from pneumonia, President Obama, First Lady Michelle Obama and Vice President Biden are all stepping up to campaign for her this week.",2562,69,500,24,172
Apple's iOS 10 update is causing major headaches for some users,Apple users ran into a major bug after downloading the new iOS 10 software.,14,157,332,22,46
UNC student says she was raped by football player,"'Yes, I was drinking that night on Valentine's Day. I’m underage, and I take responsibility for that. But that doesn't give anyone the right to violate me.'",14,48,15,145,373
"Fertility doctor used own sperm 'around 50 times,' papers say","He told his patients he was inseminating them with 'fresh sperm' from a medical student or resident, court documents say.",20,452,172,17,381
Washington Post columnist: Statistics support Clinton's 'deplorables' comment,"'As a matter of statistics, it is probably true that people expressing racist sentiment ... constitute more than half of Trump supporters.'",511,146,807,57,215
Wells Fargo CEO is 'sorry' -- but he's not stepping down,"Wells Fargo CEO John Stumpf is 'sorry' for the fake-account scandal at his bank, but he's got no plans to exit.",6,39,65,6,258
The small business owners Trump never paid in full,"'It's 27 years later. I grit my teeth every time I see him on television blustering about what a wonderful businessman he is,' Rosser says. 'He stepped on a lot of people.'",101,954,297,310,4232
Mosque attacks rising; civil rights group cites Islamophobia,"2016 is on track to be the second-worst year on record when it comes to mosque attacks, data shows.",28,23,68,495,397
You can now buy a $10 wire so you don't lose your $159 Apple AirPods,Worried about losing your AirPods? Try holding them together with a cord.,198,166,6169,23,185
Russian hackers steal medical data of Olympics stars,Simone Biles and Venus Williams were among those who had medical information stolen.,18,113,32,22,238
California bans killer whale captivity and breeding,It's the first US state to do so.,3663,248,17,33,38
Samsung to limit battery charging on Galaxy Note 7 phones to prevent fires,"Samsung Mobile says it has found a fix, but for now they'll prevent batteries from charging above 60%",19,125,292,16,35
Steph Curry backs Hillary Clinton for president,"NBA star Stephen Curry says he backs Hillary Clinton and supports Colin Kaepernick's protest, but that he will 'most likely' stand for the national anthem",1069,50,113,27,316
Donald Trump surprises Dr. Oz with results of recent physical,Just in: Donald J. Trump surprises Dr. Oz with results from his recent physical,222,71,1380,9,115
Chile demonstrator's defiant stare,This defiant young protester locked eyes with a policeman during a demonstration in Chile,863,682,122,27,39
15-year-old proposes hijabi emoji (and it may happen),Thanks to a 15-year-old Saudi girl,872,53,95,6,451
"CNN/ORC polls: Trump's national gains extend to Florida, Ohio","JUST IN: Among likely voters in Ohio, Donald J. Trump  stands at 46% to Hillary Clinton's 41%",632,141,186,793,517
"In solidarity with Kaepernick, NYC pol sits during Pledge of Allegiance","'What does it say about our country when there is a national outrage over an athlete sitting out the national anthem, but the same outrage isn't expressed when a young black man is killed for no reason?'",450,15,32,40,278
Report: Ivanka Trump wrong about Trump Organization's leave policy,"Ivanka Trump has said all of Donald J. Trump's employees get eight weeks leave. At several properties, they don't.",34,250,1201,19,209
Prescription heroin gets green light in Canada,Health Canada will allow doctors to prescribe heroin as treatment for severely addicted people.,102,959,116,68,564
Rivers of blood are running through Bangladesh,Animal sacrifices combined with heavy rains to leave the streets of Dhaka awash with blood.,30,490,54,715,338
Apple already sold out of the jet black iPhone 7,Already sold out:,290,1326,264,104,55
President Obama's former doctor: Donald Trump has 'a narcissistic personality','We know he's got a narcissistic personality disorder at the very least... I think psychologic testing would be important for him.',471,87,1245,8,70
Ivanka Trump cuts off Cosmo interview after tough questioning,Ivanka Trump criticized the interviewer for having 'a lot of negativity' in her questions,97,258,2808,30,131
Trump's son: Tax returns 'detract' from political message,"'Because he's got a 12,000-page tax return that would create ... financial auditors out of every person in the country,' Donald Trump, Jr. told a newspaper",44,119,1756,13,789
Sandra Bland's family settles for $1.9M in wrongful death suit,Sandra Bland's family has reached a $1.9 million settlement in a wrongful death lawsuit,169,154,26,971,867
Trump Jr. makes 'gas chamber' reference in criticizing media,"'I mean, if Republicans were doing that, they'd be warming up the gas chamber right now. It's a very different system -- there's nothing fair about it.'",33,316,108,37,850
Just in: US formally recalls Samsung Galaxy Note 7,Just in: US consumer safety regulators have formally recalled the Samsung Galaxy Note 7,17,251,292,18,9
"15 years after 9/11, Sikhs still victims of anti-Muslim hate crimes","The first revenge killing after 9/11 was the murder of a Sikh man in Mesa, Arizona, 15 years ago today.",18,26,24,1446,483
Trump goes after Flint pastor who interrupted him for bringing up Clinton in church,Donald J. Trump says he wasn't bothered by the interruption because 'everyone plays their games.',62,107,399,30,710
Trump campaign: President Obama was born in the US,"'Inarguably, Donald J. Trump is a closer,' a campaign statement says, who 'successfully obtained President Obama's birth certificate when others could not.'",41,43,811,8,311
"75,000 trapped in refugee camp on Jordan-Syria border, Amnesty warns","A clampdown on Syrian refugees entering Jordan has left 75,000 people stranded in the desert in a no man's land between the countries, cut off from aid for months, Amnesty International says.",6,17,8,281,68
Donald Trump lets Jimmy Fallon mess up his hair,Jimmy Fallon: 'Can I mess your hair up?'Donald J. Trump: 'The answer is yes',267,38,1230,11,78
Arctic sea ice shrinks to its second lowest level ever,And scientists say there could be worse to come.,7,101,9,365,44
Philippines' top diplomat: We can't be the US' 'little brown brothers' forever,"Still, he said, 'we will always view the United States as an esteemed and trusted ally.'",21,24,108,6,49
CDC: Please do not kiss your chickens,Stop kissing your chickens. Seriously.,38,252,969,47,9
Kansas State student apologizes but denies wearing blackface,'We want people to know it's not blackface.',24,69,206,20,369
Members of the Congressional Black Caucus reject Trump's 'birther' admission,"'One of the things we all are used to in this business is dog whistles, but the thing that we're not used to, and I'm finding it very difficult to get used to, are the howls of wolves. These are howls. These are not whistles.'",240,26,212,9,60
The story of the day when 'all hell broke loose' in one small American town,"1 town, 5 hours, 28 overdoses: Heroin is scarring the next generation of Americans.",30,526,33,1317,112
She has sat out the Pledge of Allegiance for years without incident -- until recently,'I think the pledge is a lie to me and it's a lie to my people.',414,47,32,36,316
Florida man who shot at George Zimmerman convicted of attempted murder,Matthew Apperson had said it was a case of self-defense and George Zimmerman had threatened to kill him.,41,358,140,46,676
Teacher serenaded by students dies,"A beloved high school teacher whose students gathered outside his window to serenade him has died after a battle with cancer, the school's headmaster says.",1730,79,15,13809,13
The small business owners Trump never paid in full,"'It's 27 years later. I grit my teeth every time I see him on television blustering about what a wonderful businessman he is,' Rosser says. 'He stepped on a lot of people.'",21,80,71,205,1100
"Fertility doctor used own sperm 'around 50 times,' papers say","He told his patients he was inseminating them with 'fresh sperm' from a medical student or resident, court documents say.",9,325,106,10,280
Why Democrats are anxious,"The battle for the White House -- dominated by Hillary Clinton only weeks ago -- is tightening dramatically, a nerve-wracking turn for Democrats that sets up what could be a nail-biter election in 52 days.",40,25,123,27,18
"Donald Trump's surreal Friday, from press row",A manufactured storyline. A promise of a 'major statement.' And an ulterior motive.,31,26,289,6,266
"Explosive device goes off in trash can, rattles New Jersey beach town",The explosive device went off in a garbage can along the race route for a Marine Corps charity run. Authorities say no injuries have been reported.,7,116,6,71,264
Syria claims coalition airstrike hit regime forces,JUST IN: The US military said a coalition airstrike may have unintentionally struck Syrian soldiers.,23,112,64,259,325
New York explosion leaves dozens injured,"BREAKING: The NYPD is responding to an explosion in Manhattan. People are injured, a law enforcement source tells CNN, and authorities don't yet know the cause.",27,1782,28,2457,379
Donald Trump says 'bomb went off in New York',"Donald J. Trump told his supporters 'a bomb went off in New York,' well before local officials had publicly confirmed details of the incident or what caused the explosion.",77,1274,242,129,2460
Second device found near area of New York explosion appears to be a pressure cooker with wires,"JUST IN: A second device has been found in Chelsea, in Manhattan, and appears to be a pressure cooker with dark colored wiring coming out of the top.",11,653,7,510,296
You can now buy a $10 wire so you don't lose your $159 Apple AirPods,Worried about losing your AirPods? Try holding them together with a cord.,76,50,1979,6,45
Man shot dead after stabbing 8 at Minnesota mall,"A man wearing a private security company uniform stabbed eight people at a Minnesota mall before an off-duty police officer shot him dead, authorities said.",28,326,12,919,688
Chelsea on edge: Witnesses describe explosion scene,"Witnesses tell what they heard, saw and smelled when an explosion ripped through the Chelsea area of New York.",9,44,9,330,180
Life in Chelsea one day after the New York bombing,'You have to read their mind in order to prevent this. Anybody can be around us that has that mentality. Our lives continue.',8,6,6,87,50
Football team bus crashes in NC; 4 dead,Four people were killed and dozens injured when a charter bus carrying a South Carolina football team crashed in North Carolina.,18,300,7,2314,15
Husband from 'Fault in Our Stars' couple dies',The couple FaceTimed as Dalton was dying.,1017,260,38,18572,34
"New York bombing: Investigators search for suspects, motive","JUST IN: Videos show same man near NY explosion site & location where pressure cooker device was found, sources tell CNN.",9,100,6,49,137
Prescription heroin gets green light in Canada,Health Canada will allow doctors to prescribe heroin as treatment for severely addicted people.,49,608,54,54,333
Chelsea bombing: Why isn't the mayor calling it terrorism?,'It's clearly terrorism -- why doesn't he just come out and say it?',13,21,16,58,198
Harry Potter's old house is for sale,"Now you can sleep in the cupboard under the stairs for just $620,000",724,373,457,6,6
Trump reacts to bombings: 'This is only going to get worse',"'It's a mess, and it's a shame, and we're going to have to be very tough,' Donald J. Trump said Monday",195,27,46,32,482
The amazingly quick capture of Ahmad Rahami,From mugshot to shootout in just a little more than four hours,178,110,37,14,257
Bar owner found bombing suspect after seeing him on CNN,The suspect was sleeping in a New Jersey bar,59,327,250,9,39
France bans disposable plastic cups and plates,France is the first country to ban plastic cups and plates,1631,501,49,9,21
Who is Ahmad Khan Rahami?,Ahmad Khan Rahami is 28 years old. He was born in Afghanistan and is a naturalized US citizen,12,55,18,25,457
Eggo waffles recalled amid listeria fears,"RECALL ALERT: About 10,000 cases of waffles are being recalled in 25 states.",18,680,27,129,71
Trump Jr. likens Syrian refugees to Skittles,Donald Trump Jr. tweeted a graphic that used a bowl of skittles to explain the 'Syrian refugee problem.' It was met with criticism almost immediately.,103,253,654,104,2577
CDC: Please do not kiss your chickens,Stop kissing your chickens. Seriously.,23,94,359,14,7
British baron's daughter shot dead in Philippines,The daughter of a runaway British lord has become one of the highest profile victims of the Philippines' war on drugs.,37,202,30,356,44
Jim Carrey sued over girlfriend's drug overdose,The husband of Jim Carrey's former girlfriend has filed a lawsuit against the actor for allegedly supplying prescription drugs that contributed to her fatal overdose.,23,179,21,175,46
A Chinese billionaire's son bought his dog 8 iPhone 7s,Coco the Alaskan malamute already had two Apple watches.,135,1001,2602,169,425
George H.W. Bush for Hillary?,Kathleen Kennedy Townsend says former Republican President George H.W. Bush told her he's voting for Hillary Clinton.,1302,273,922,37,228
Tulsa police shooting investigated by Justice Department,"Terence Crutcher, an unarmed black man, was fatally shot after walking to the back of his vehicle with hands in the air. His family says he was only having car trouble.",26,145,23,2048,3857
Wage gap between blacks and whites is worst in nearly 40 years,"'Race is not a skill or characteristic that should have any market value as it relates to your wages, but it does'",13,75,49,338,449
Angelina Jolie files for divorce from Brad Pitt,"Just in: Angelina Jolie has filed for divorce from husband of two years Brad Pitt, a source familiar with the filing says.",265,6353,1245,8551,150
"Clinton: Tulsa shooting 'unbearable,' should be 'intolerable'",'We have got to tackle systemic racism... How many times do we have to see this in our country?' -- Hillary Clinton,312,14,32,326,93
Skittles' humane response to Donald Trump Jr.'s refugee tweet,Here's what Skittles had to say,552,49,550,21,114
Howard University cheerleaders kneel during national anthem,This is the first time a cheerleading squad has taken a knee during the national anthem.,1788,110,108,85,1453
Report: Trump used family charity to settle lawsuits against his businesses,"Donald J. Trump's family charity used more than a quarter million dollars to litigate lawsuits, report found",60,1357,695,112,3404
"White, working class, and worried",This is why America's white working class feels left behind,19,35,195,161,14
Fallout after report that George H.W. Bush will vote for Clinton,News of his support for Hillary Clinton came first on Facebook from a member of another prominent political family: the Kennedys.,1751,354,1284,74,358
Number of those wrongly given citizenship higher than initially reported,The Inspector General originally said the number was 858. It's actually much higher.,7,112,39,9,286
Trump brags about using 'other people's money' amid questions over charity use,'It's called OPM. I do it all the time in business. It's called other people's money.',53,365,460,70,2166
New report finds chromium-6 in US drinking water,An advocacy group says 218 million Americans have dangerous levels of the chemical in their tap water.,8,297,18,61,378
Charlotte police shooting: Protests erupt after man killed,Protests erupted in North Carolina following the fatal shooting of a man by a police officer at an apartment complex in Charlotte.,21,24,8,177,201
The story of the day when 'all hell broke loose' in one small American town,"1 town, 5 hours, 28 overdoses: Heroin is scarring the next generation of Americans.",10,165,9,411,50
Colin Kaepernick: Quarterback says he has received death threats,San Francisco 49ers quarterback Colin Kaepernick says he has received death threats for making his views known,57,93,430,432,196
You've been warned: Texas school sign says teachers may be packing heat,"They say don't mess with Texas. You probably shouldn't mess with its teachers either, at least in this school district.",676,290,72,46,98
Prince Edward Island schools evacuated for 'potential threat',"JUST IN: All schools on Canada's Prince Edward Island have been evacuated due to potential threat, police say",7,680,8,442,65
Don King drops N word while introducing Trump,Don King used the N-word while introducing Donald J. Trump during an event in a church on Wednesday,54,304,704,44,244
Homeless man who wanted backpack found bombs instead,"'When I noticed the bag I said, 'This is fine, I can have this for work, I can put my lunch in.''",63,535,26,208,8
"Pew poll: Most voters 'frustrated,' 'disgusted' with 2016 election",Hillary Clinton  and Donald J. Trump: Two of the least liked major party candidates in history,129,33,340,35,27
Teacher steps on American flag to teach students a lesson,Outraged parents want him fired and he’s been suspended pending an investigation,78,144,286,42,825
Wells Fargo workers: I called the ethics line and was fired,'They ruined my life.' Former Wells Fargo employees said they paid dearly after flagging unethical practices,39,782,46,213,2075
Protests over Charlotte police shooting turn ugly again,"For a second night, protests over a deadly officer-involved shooting in Charlotte, North Carolina, turn violent.  Follow our live blog for updates.",21,30,29,268,235
This is the Charlotte public defender in the middle of the protests,"'We don't need any more people to go to die, no more people to be arrested. We need to take a stand and do it the right way.'",110,20,22,14,14
Nearly 1.5 million without power in Puerto Rico,"The blackout is affecting most of the country, causing traffic jams and forcing business closures.",9,256,17,198,19
China's giant space telescope starts search for alien life,The hunt for alien life just got bigger. A lot bigger.,311,927,475,11,15
"In Venezuelan hospital, newborns in cardboard boxes",Venezuela's opposition released photos this week showing a dramatically different scene than you'd expect to see in a hospital nursery.,20,263,12,1202,107
CNN correspondent knocked to the ground by protester,'He came up to me and actually hugged me and apologized for what he had done',76,53,146,21,42
World's worst restoration? China's Great Wall covered in cement,You can probably see this controversial repair job from space.,17,139,170,73,45
"Pediatrician Dr. Priscilla Chan and husband, Facebook CEO Mark Zuckerberg, investing $3 billion to cure disease",'We want to build a future in which our children can live long and rewarding lives',1903,243,23,9,7
A spider caused a car crash,An unexpected visitor hitched a ride and ended up causing a rollover car wreck,16,661,447,72,8
'He will be our brother': US boy asks Obama if he can adopt Syrian refugee,"A 6-year-old boy from New York asked President Obama if he can adopt 5-year-old Syrian refugee Omran Daqneesh. 'He will be our brother,' the 6-year-old says in a handwritten note to the White House.",10089,206,46,5425,60
Transgender former Navy SEAL says TSA humiliated her,"'This is wrong. I'm a female, it says female on my Maryland driver's license. This is the real me.'",32,60,416,313,132
Yahoo says 500 million accounts stolen,BREAKING: Yahoo says 500 million user accounts have been stolen in what may be the largest cybersecurity breach ever,26,1173,127,100,800
Tulsa police officer charged with manslaughter,BREAKING: Tulsa police officer Betty Shelby has been charged with manslaughter in the first degree. Shelby fatally shot 40-year-old Terence Crutcher,3332,1637,185,462,613
First on CNN: US attorney investigating Weiner sexting allegations,"JUST IN: Prosecutors have issued a subpoena for Anthony Weiner's cell phone, law enforcement officials say",14,59,185,8,24
Disney halts sales of Moana costume after racism accusations,Critics said it is wrong to sell a costume that allowed children to pretend to be another race,41,292,797,95,993
Real 'Fault in Our Stars' couple: Katie Prager dies,'I'd rather have five years of being in love and just really completely happy than 20 years of not having anybody.',953,45,15,4308,11
"Reality check: Trump's view of state of black America really, really, really wrong","Donald J. Trump said, 'African American communities are absolutely in the worst shape...' Here's what history says.",45,64,176,21,427
North Carolina congressman: Protesters 'hate white people',"'They hate white people, because white people are successful and they're not,' Congressman Robert Pittenger said. He later issued an apology.",103,1821,522,194,3787
Trump Ohio county chair resigns after race remarks,A Donald J. Trump campaign's Ohio county chair said in an interview there was 'no racism' before President Obama was elected.,39,210,584,19,138
"Russian intelligence agencies behind US election hacks, lawmakers say",The top Democrats on Congress' intelligence committees released a joint statement calling out Russian President Vladimir Putin and his government.,25,72,176,14,342
"Tulsa officer Betty Shelby booked, released on bond","The officer was charged with manslaughter after fatally shooting an unarmed black man, 40-year-old Terence Crutcher",74,74,36,185,679
South Korea reveals it has a plan to assassinate Kim Jong Un,South Korea says it has elite troops on standby ready to assassinate Kim Jong Un if the country feels threatened by North Korean nuclear weapons,554,1286,1572,37,61
National poll: Clinton leads Trump by 6,Hillary Clinton has a solid 6-point lead over Donald J. Trump heading into the first presidential debate on Monday,1150,33,386,22,178
Obama slams Trump on black community remark,'I think even most 8-year-olds will tell you that whole slavery thing wasn't very good for black people.' -- President Obama,630,45,417,10,70
Cell phone video released of Keith Lamont Scott's shooting,"JUST IN: The family of Keith Lamont Scott has released what it says is cell phone video, recorded by his wife, that shows the moments leading up to his fatal shooting by police",26,59,25,627,366
Ted Cruz expected to endorse Donald Trump,"In a stunning turn of events, Ted Cruz is expected to endorse Donald J. Trump",235,670,2113,142,637
A mom apparently overdoses next to her child,This video is hard to watch,11,54,16,784,581
Major Ohio paper endorses Clinton after years of backing GOP,"'We need a leader who will bring out the best in all Americans, not the worst.'",1083,66,307,19,162
"4 dead in Washington mall shooting, police say","UPDATE: Police now say 3 people are were killed in the Washington mall shooting. A police spokesperson earlier said 4 people had been killed.BREAKING: Four people were killed in a shooting at a mall in Burlington, Washington, a state patrol spokesman tweeted. Police are searching for at least one shooter.",19,825,24,2380,489
"Clinton, Trump scrap plans to visit Charlotte after mayor's plea",Hillary Clinton and Donald J. Trump's campaigns said they were dropping plans to visit Charlotte in upcoming days,12,10,39,8,18
Pippa Middleton photos 'stolen by hacker',"The iCloud account of Pippa Middleton has reportedly been hacked and some 3,000 images 'stolen,' including some of the royals, says Britain's Press Association.",8,90,52,31,27
"Backstreet Boys announce Las Vegas show, joining Britney Spears, Boyz II Men and Mariah Carey","Backstreet's back, alright",2441,1148,222,10,13
The secret costs of Islamophobia,Islamophobia didn't start on 9/11. It's rooted in one of America's oldest prejudices -- and it's more dangerous than you think.,21,32,71,194,253
Donald Trump threatens to bring Gennifer Flowers to debate,"In response to 'dopey Mark Cuban,' Donald J. Trump  has threatened to bring Gennifer Flowers, with whom former President Bill Clinton admitted to having a sexual relationship decades ago, to Monday night's presidential debate",331,337,3103,79,1307
Thousands celebrate opening of  National Museum of African-American History and Culture in DC,'We're not a burden on America or a stain on America or an object of shame and pity for America. We are America. And that's what this museum explains.' - President Obama,3968,83,82,9,224
Charlotte shooting: Police release photo evidence,Charlotte police have released a photo of a gun they say Keith Scott had on him when he was shot.,40,137,53,31,249
Charlotte shooting: Police release video and photo evidence,Charlotte police release photos and videos from shooting of Keith Scott; police chief says no definitive evidence seen of gun in Scott's hand.,14,44,15,219,366
"Washington mall shooting identified, is in custody",Washington state authorities said it's too early to rule out terrorism in the mall shooting because their investigation is still in the preliminary stages.,7,14,7,65,223
A Chinese billionaire's son bought his dog 8 iPhone 7s,Coco the Alaskan malamute already had two Apple watches.,48,153,552,39,333
France bans disposable plastic cups and plates,France is the first country to ban plastic cups and plates,790,217,12,6,12
This is America on drugs: A visual guide,"Drug deaths over the past 15 years have been rising so rapidly that experts say they've rarely, if ever, seen anything like it.",10,29,15,177,75
This might be the last police video you'll see from North Carolina,A new law begins this week in North Carolina that will block the public from obtaining footage from body cameras or dashboard cameras. http://cnn.it/2cT3ku2,190,1688,145,322,8326
China's giant space telescope starts search for alien life,The hunt for alien life just got bigger. A lot bigger.,291,792,127,10,12
Suspect charged in Washington mall shooting,He's charged with five counts of first degree murder.Correction: An earlier version of this story misstated the suspect's status in police custody. He has not been formally charged.,17,39,10,156,571
"1 dead, 6 wounded in shootings near Illinois university campus",Police are looking for the suspect or suspects in two separate but related shooting incidents that left one dead,16,154,12,792,458
Team Trump: No Gennifer Flowers at debate,"Donald J. Trump's campaign team said Trump doesn’t want the woman who had an affair with Bill Clinton in the 1970s, at the presidential debate",13,73,430,28,37
"Girl, 17, missing after police find 3 bodies at her home",This 17-year-old girl is missing and believed to be in danger,17,336,9,757,26
I'm voting for the 'lesser of two evils' this election,American voters are unhappy and don’t like either presidential candidates,533,147,1439,229,197
Cruz uneasily debuts as Trump surrogate,'I think we have one of two choices.' -- Ted Cruz,27,39,639,36,285
The friendship of George W. Bush and Michelle Obama,"Over the past eight years, former President George W. Bush and First Lady Michelle Obama have been seen becoming increasingly chummy.",1141,81,353,9,79
"'This isn't Pompeii, this is Aleppo'","Covered in blood and dust, another heartbreaking photo emerges from Aleppo -- a father and son buried in rubble with their final posture still in place, caught in the crossfire of war-torn Syria (Warning: Graphic content)",98,268,30,22719,3880
"Pop. 17,049: Welcome to America's largest jail","Just 11 miles from LAX sits the biggest jail system in America -- and with an inmate population the size of a private college and a budget just north of $700 million, it's as sprawling and as complex as Los Angeles itself.",15,249,12,55,135
The weekend America's newspapers called Donald Trump a liar,"On the weekend leading up to the first presidential debate, four news organizations came to the same conclusion.",1151,207,1825,24,212
"US, South Korean missile destroyers in fresh show of force to North Korea",It's the latest in a string of displays of military might in response to North Korea's testing of nuclear warheads.,72,134,24,11,11
World's worst restoration? China's Great Wall covered in cement,You can probably see this controversial repair job from space.,16,99,149,181,54
"New CNN/ORC polls: Trump, Clinton deadlocked in Colorado, Pennsylvania","JUST IN: Heading into tonight's debate, just one point separates Hillary Clinton and Donald J. Trump in two critical states",45,105,40,27,29
"Trump, Clinton deadlocked in Colorado, Pennsylvania",JUST IN: New polls show Donald J. Trump and Hillary Clinton in a dead heat in two key battleground states ahead of tonight’s debate http://cnn.it/2d3a7T3,27,40,11,6,13
Aleppo has become a 'ghost city','Usually I get used to the barrel bombs and I could sleep normally -- but now I can't -- the new missiles are so loud and horrifying.',7,42,11,1904,292
Trump campaign promises big tax cuts and balanced budget,"He may be the 'king of debt,' but Donald J. Trump's  economic advisers say he'll balance the budget in the White House.",91,24,1125,10,174
Crowd turns its back on Hillary Clinton for group selfie,It's the photo everyone is talking about,1412,147,1781,27,54
"Houston shooting: Nine injured, suspect pronounced dead",The gunman died in a shootout with police,14,102,8,400,225
Meet the 26-year-old airline captain and her 19-year-old co-pilot,This woman may be the youngest airline captain in the world,1349,2114,62,19,12
"Washington mall shooting: Suspect confesses, police say","He’s facing five counts of murder - each count is punishable by $50,000 and 20 years to life in prison",9,12,7,40,186
Stein escorted off Hofstra University campus,"Jill Stein 'was on the college campus, we asked to verify for proper credentials, she did not have them...' a police department spokeswoman said.",43,174,803,29,101
Trump: I held back on Bill Clinton's 'indiscretions' because of Chelsea,"'I'm very happy I was able to hold back on the indiscretions with respect to Bill Clinton. Because I have a lot of respect for Chelsea Clinton,' Donald J. Trump told CNN after Monday night's debate.",115,150,1292,34,711
Trump complains about debate mic,"'And they also had, gave me a defective mic. Did you notice that?' Donald J. Trump complained about mic after debate. 'No, but I wonder, was that on purpose?'",51,142,4490,34,390
Who won the debate?,'Hillary Clinton had one job. She had to make (Donald J. Trump) look dumb.'CNN Opinion commentators and guest analysts weigh in -- and they came away with varied conclusions.,462,25,845,12,44
Young girl weeps over police shootings at tense Charlotte meeting,"'It's a shame that our fathers and mothers are killed and we can't see them anymore,' the little girl said with tears streaming down her face.",275,43,53,5017,134
"NC has spent more on protests than flood, governor says","'Sadly, we have had to spend over $1 million on 300 protesters for three nights.' As protests took over Charlotte, North Carolina, last week, the northeast region of the state contended with troubles of their own that went largely unnoticed.",11,43,28,100,181
Fired Wells Fargo workers file federal class action lawsuit,Former Wells Fargo employees want the bank to pay at least $7.2 billion to workers who were fired or demoted for refusing to open fake accounts,497,479,107,13,26
Who is Alicia Machado? Former Miss Universe said Trump called her Miss Piggy,"'She was the winner and you know, she gained a massive amount of weight and it was a real problem. We had a real problem.' Donald J. Trump commented on the pageant winner's weight the morning after the debate",38,151,287,72,944
"Tyson recalls 130,000 pounds of chicken nuggets",RECALL ALERT: The nuggets may contain hard plastic,6,313,71,19,54
Danish political party hands out 'anti-migrant' spray,"'I cannot see how it is racist,' said the head of the the Danish party that distributed the spray.",33,82,205,21,227
Samsung customer says his new Note 7 phone burst into flames,More problems ahead for Samsung Mobile,20,286,331,37,24
Wells Fargo CEO forfeits stock awards worth about $41 million as company launches investigation,The fallout from the Wells Fargo controversy has also resulted in its first major executive departure.,94,57,49,6,183
The problem with Donald Trump's 'we won every poll' claim,"'We won every poll. Virtually every poll,' Donald J. Trump said after the debate. But is that really true?",107,73,3226,36,531
Controversial 3-parent baby technique produces a boy,The boy was conceived using a technique not approved in the US.,97,306,8,7,26
Arizona Republic endorses Clinton for president,Arizona's largest newspaper has never endorsed a Democrat for president -- until this 2016 race between Donald J. Trump and Hillary Clinton.,2395,920,316,54,247
Former Miss Universe Alicia Machado strikes back against Donald Trump,'He was really aggressive. He was really rude. He was a bad person with me.',96,107,199,76,307
It takes more training to become a barber than a police officer,"Licensed barber: 1,528 hoursPolice officer: 620 hours",55,3186,1038,323,629
Serena Williams on police violence: 'I won't be silent','Why did I have to think about this in 2016?'Tennis star Serena Williams has become the latest celebrity to speak out on police violence against African Americans.,403,27,87,30,36
